sample	cluster	assembled	match	pct_id	ctg_cov	known_var	novel_var
ERX2260724	LpsA	yes	yes	99.35	14.4	no	no
ERX2260724	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	797.5	no	yes
ERX2260724	hmrM	yes	yes	94.34	30.6	no	yes
ERX2260725	Haemophilus_influenzae_PBP3	yes	yes	97.71	80.8	yes	yes
ERX2260725	LpsA	yes	yes	98.83	15.6	no	yes
ERX2260725	Pasteurella_multocida_16S	yes_nonunique	yes	95.37	654.4	no	yes
ERX2260726	LpsA	yes	yes	94.03	12.0	no	yes
ERX2260726	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	791.5	no	yes
ERX2260726	hmrM	yes	yes	94.48	31.1	no	yes
ERX2260727	Haemophilus_influenzae_PBP3	yes	yes	96.13	52.4	yes	yes
ERX2260727	Pasteurella_multocida_16S	yes_nonunique	yes	94.79	560.4	no	yes
ERX2260727	hmrM	yes	yes	99.5	61.8	no	yes
ERX2260728	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	769.7	no	yes
ERX2260728	hmrM	yes	yes	94.48	25.3	no	yes
ERX2260729	Pasteurella_multocida_16S	yes_nonunique	yes	95.47	653.3	no	yes
ERX2260729	hmrM	yes	yes	94.55	14.5	no	yes
ERX2260730	LpsA	yes	yes	98.05	12.2	no	yes
ERX2260730	Pasteurella_multocida_16S	yes	yes	95.62	782.1	no	yes
ERX2260730	hmrM	yes	yes	94.48	23.3	no	yes
ERX2260731	Haemophilus_influenzae_PBP3	yes	yes	96.18	66.9	yes	yes
ERX2260731	Pasteurella_multocida_16S	yes_nonunique	yes	94.79	621.6	no	yes
ERX2260731	hmrM	yes	yes	99.5	65.6	no	yes
ERX2260732	Haemophilus_influenzae_PBP3	yes	yes	96.18	59.0	yes	yes
ERX2260732	Pasteurella_multocida_16S	yes_nonunique	yes	94.79	529.4	no	yes
ERX2260732	hmrM	yes	yes	99.5	50.9	no	yes
ERX2260733	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	652.5	no	yes
ERX2260733	hmrM	yes	yes	94.48	22.7	no	yes
ERX2260734	LpsA	yes	yes	99.22	11.1	no	yes
ERX2260734	Pasteurella_multocida_16S	yes	yes	95.68	665.8	no	yes
ERX2260734	hmrM	yes	yes	96.2	35.9	no	yes
ERX2260735	Haemophilus_influenzae_PBP3	yes	yes	96.34	53.0	yes	yes
ERX2260735	LpsA	yes	yes	93.13	8.8	no	yes
ERX2260735	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	565.1	no	yes
ERX2260735	hmrM	yes	yes	98.14	39.4	no	yes
ERX2260736	Haemophilus_influenzae_PBP3	yes	yes	96.67	60.4	yes	yes
ERX2260736	Pasteurella_multocida_16S	yes	yes	95.62	466.4	no	yes
ERX2260736	hmrM	yes	yes	96.34	36.2	no	yes
ERX2260737	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	629.8	no	yes
ERX2260737	hmrM	yes	yes	94.62	27.3	no	yes
ERX2260738	Haemophilus_influenzae_PBP3	yes	yes	96.62	36.7	yes	yes
ERX2260738	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	235.9	no	yes
ERX2260738	hmrM	yes	yes	95.63	19.1	no	yes
ERX2260739	LpsA	yes	yes	93.51	23.9	no	yes
ERX2260739	Pasteurella_multocida_16S	yes_nonunique	yes	94.66	249.2	no	yes
ERX2260739	hmrM	yes	yes	96.63	20.0	no	yes
ERX2260740	LpsA	yes	yes	99.48	12.7	no	yes
ERX2260740	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	670.7	no	yes
ERX2260740	hmrM	yes	yes	94.84	24.7	no	yes
ERX2260741	LpsA	yes	yes	98.44	12.7	no	yes
ERX2260741	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	694.1	no	yes
ERX2260741	hmrM	yes	yes	94.48	19.5	no	yes
ERX2260742	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	754.0	no	yes
ERX2260742	hmrM	yes	yes	94.7	24.4	no	yes
ERX2260743	APH_3___Ia	yes	yes	100.0	93.9	no	no
ERX2260743	APH_3____Ib	yes	yes	99.88	161.3	no	yes
ERX2260743	APH_6__Id	yes	yes	99.88	181.1	no	yes
ERX2260743	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	728.5	no	yes
ERX2260743	TEM_-	yes	yes	99.88	86.5	no	yes
ERX2260743	hmrM	yes	yes	94.41	28.3	no	yes
ERX2260743	sul2	yes	yes	100.0	65.6	no	no
ERX2260744	Haemophilus_influenzae_PBP3	yes	yes	96.56	63.1	yes	yes
ERX2260744	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	586.0	no	yes
ERX2260744	hmrM	yes	yes	97.13	35.0	no	yes
ERX2260745	LpsA	yes	yes	98.05	14.1	no	yes
ERX2260745	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	726.7	no	yes
ERX2260745	TEM_-	yes	yes	99.88	83.0	no	yes
ERX2260745	hmrM	yes	yes	94.48	22.0	no	yes
ERX2260746	LpsA	yes	yes	99.22	13.9	no	yes
ERX2260746	Pasteurella_multocida_16S	yes	yes	95.68	709.1	no	yes
ERX2260746	hmrM	yes	yes	94.48	21.6	no	yes
ERX2260747	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	685.5	no	yes
ERX2260747	hmrM	yes	yes	94.55	20.4	no	yes
ERX2260748	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	586.9	no	yes
ERX2260748	hmrM	yes	yes	94.48	28.2	no	yes
ERX2260749	APH_3___Ia	yes	yes	100.0	88.6	no	no
ERX2260749	APH_3____Ib	yes	yes	99.75	77.1	no	yes
ERX2260749	APH_6__Id	yes	yes	99.88	109.2	no	yes
ERX2260749	LpsA	yes	yes	98.05	12.1	no	yes
ERX2260749	Pasteurella_multocida_16S	yes	yes	95.62	636.9	no	yes
ERX2260749	TEM_-	yes	yes	99.88	64.4	no	yes
ERX2260749	hmrM	yes	yes	94.48	23.1	no	yes
ERX2260750	LpsA	yes	yes	99.09	11.2	no	yes
ERX2260750	Pasteurella_multocida_16S	yes	yes	95.62	646.8	no	yes
ERX2260750	hmrM	yes	yes	94.41	24.2	no	yes
ERX2260751	Haemophilus_influenzae_PBP3	yes	yes	96.18	68.6	yes	yes
ERX2260751	Pasteurella_multocida_16S	yes_nonunique	yes	94.73	783.3	no	yes
ERX2260751	hmrM	yes	yes	99.5	49.7	no	yes
ERX2260752	LpsA	yes	yes	99.48	9.7	no	yes
ERX2260752	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	762.4	no	yes
ERX2260752	hmrM	yes	yes	94.7	19.9	no	yes
ERX2260753	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	612.4	no	yes
ERX2260753	hmrM	yes	yes	94.34	24.2	no	yes
ERX2260754	LpsA	yes	yes	99.22	11.8	no	yes
ERX2260754	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	709.4	no	yes
ERX2260754	hmrM	yes	yes	94.41	20.6	no	yes
ERX2260755	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	542.5	no	yes
ERX2260755	hmrM	yes	yes	94.55	29.8	no	yes
ERX2260756	Pasteurella_multocida_16S	yes_nonunique	yes	95.52	582.1	no	yes
ERX2260756	hmrM	yes	yes	98.78	47.6	no	yes
ERX2260757	LpsA	yes	yes	98.44	13.1	no	yes
ERX2260757	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	710.7	no	yes
ERX2260757	hmrM	yes	yes	94.7	24.4	no	yes
ERX2260758	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	523.5	no	yes
ERX2260758	hmrM	yes	yes	98.71	44.9	no	yes
ERX2260759	Pasteurella_multocida_16S	yes_nonunique	yes	95.33	897.4	no	yes
ERX2260759	hmrM	yes	yes	94.48	26.2	no	yes
ERX2260760	Haemophilus_influenzae_PBP3	yes	yes	97.71	74.3	yes	yes
ERX2260760	LpsA	yes	yes	98.83	24.8	no	yes
ERX2260760	Pasteurella_multocida_16S	yes_nonunique	yes	95.37	546.3	no	yes
ERX2260760	hmrM	yes	yes	94.48	34.7	no	yes
ERX2260761	LpsA	yes	yes	94.03	4.5	no	yes
ERX2260761	Pasteurella_multocida_16S	yes_nonunique	yes	95.31	722.8	no	yes
ERX2260761	hmrM	yes	yes	94.41	23.0	no	yes
ERX2260762	LpsA	yes	yes	99.48	12.2	no	yes
ERX2260762	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	568.7	no	yes
ERX2260762	hmrM	yes	yes	94.34	29.7	no	yes
ERX2260763	LpsA	yes	yes	98.05	17.1	no	yes
ERX2260763	Pasteurella_multocida_16S	yes	yes	95.49	693.8	no	yes
ERX2260763	TEM_-	yes	yes	99.88	94.0	no	yes
ERX2260763	hmrM	yes	yes	94.48	22.0	no	yes
ERX2260764	Haemophilus_influenzae_PBP3	yes	yes	96.34	63.3	yes	yes
ERX2260764	LpsA	yes	yes	93.13	8.4	no	yes
ERX2260764	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	612.0	no	yes
ERX2260764	hmrM	yes	yes	98.14	34.9	no	yes
ERX2260765	Haemophilus_influenzae_PBP3	yes	yes	95.96	45.1	yes	yes
ERX2260765	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	714.9	no	yes
ERX2260765	hmrM	yes	yes	94.48	25.5	no	yes
ERX2260766	LpsA	yes	yes	99.35	8.2	no	yes
ERX2260766	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	662.7	no	yes
ERX2260766	hmrM	yes	yes	94.77	20.8	no	yes
ERX2260767	Haemophilus_influenzae_PBP3	yes	yes	96.34	26.2	yes	yes
ERX2260767	LpsA	yes	yes	98.7	88.9	no	yes
ERX2260767	Pasteurella_multocida_16S	yes	yes	94.86	190.3	no	yes
ERX2260767	hmrM	yes	yes	95.99	21.7	no	yes
ERX2260768	Haemophilus_influenzae_PBP3	yes	yes	96.56	62.5	yes	yes
ERX2260768	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	694.1	no	yes
ERX2260768	hmrM	yes	yes	94.48	22.4	no	yes
ERX2260769	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	640.1	no	yes
ERX2260769	hmrM	yes	yes	99.78	42.8	no	yes
ERX2260770	LpsA	yes	yes	98.44	13.3	no	yes
ERX2260770	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	729.8	no	yes
ERX2260770	hmrM	yes	yes	94.48	21.1	no	yes
ERX2260771	Haemophilus_influenzae_PBP3	yes	yes	94.11	34.7	yes	yes
ERX2260771	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	636.9	no	yes
ERX2260771	hmrM	yes	yes	94.55	19.0	no	yes
ERX2260772	Pasteurella_multocida_16S	yes	yes	95.43	744.6	no	yes
ERX2260772	hmrM	yes	yes	94.48	22.8	no	yes
ERX2260773	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	764.3	no	yes
ERX2260773	hmrM	yes	yes	95.63	24.0	no	yes
ERX2260774	LpsA	yes	yes	99.48	12.4	no	yes
ERX2260774	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	745.4	no	yes
ERX2260774	hmrM	yes	yes	94.7	28.7	no	yes
ERX2260775	Pasteurella_multocida_16S	yes	yes	95.43	595.1	no	yes
ERX2260775	hmrM	yes	yes	94.48	21.6	no	yes
ERX2260776	Haemophilus_influenzae_PBP3	yes	yes	96.62	40.7	yes	yes
ERX2260776	LpsA	yes	yes	96.28	5.9	no	yes
ERX2260776	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	658.6	no	yes
ERX2260776	hmrM	yes	yes	94.48	22.4	no	yes
ERX2260777	LpsA	yes	yes	98.05	17.7	no	yes
ERX2260777	Pasteurella_multocida_16S	yes	yes	95.49	660.9	no	yes
ERX2260777	TEM_-	yes	yes	99.88	86.1	no	yes
ERX2260777	hmrM	yes	yes	94.48	22.2	no	yes
ERX2260778	hmrM	yes	yes	94.41	17.9	no	yes
ERX2260779	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	205.4	no	yes
ERX2260779	hmrM	yes	yes	94.55	14.8	no	yes
ERX2260780	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	423.2	no	yes
ERX2260780	hmrM	yes	yes	97.99	25.5	no	yes
ERX2260781	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	647.8	no	yes
ERX2260781	hmrM	yes	yes	98.06	41.1	no	yes
ERX2260782	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	672.7	no	yes
ERX2260782	hmrM	yes	yes	94.48	23.1	no	yes
ERX2260783	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	748.3	no	yes
ERX2260783	hmrM	yes	yes	94.48	30.3	no	yes
ERX2260784	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	857.0	no	yes
ERX2260784	hmrM	yes	yes	94.55	18.8	no	yes
ERX2260785	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	646.8	no	yes
ERX2260785	hmrM	yes	yes	94.55	27.3	no	yes
ERX2260786	Haemophilus_influenzae_PBP3	yes	yes	95.96	14.2	yes	yes
ERX2260786	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	145.5	no	yes
ERX2260786	hmrM	yes	yes	94.48	9.1	no	yes
ERX2260787	LpsA	yes	yes	98.05	63.3	no	yes
ERX2260787	Pasteurella_multocida_16S	yes	yes	95.49	286.4	no	yes
ERX2260787	TEM_-	yes	yes	99.88	39.5	no	yes
ERX2260787	hmrM	yes	yes	94.48	12.6	no	yes
ERX2260788	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	645.1	no	yes
ERX2260788	hmrM	yes_nonunique	yes	94.27	30.6	no	yes
ERX2260789	LpsA	yes	yes	98.44	90.4	no	yes
ERX2260789	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	159.7	no	yes
ERX2260789	hmrM	yes	yes	94.48	13.1	no	yes
ERX2260790	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	507.5	no	yes
ERX2260790	hmrM	yes	yes	94.55	26.1	no	yes
ERX2260791	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	627.3	no	yes
ERX2260791	hmrM	yes	yes	94.48	20.1	no	yes
ERX2260792	LpsA	yes	yes	98.44	14.2	no	yes
ERX2260792	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	610.7	no	yes
ERX2260792	hmrM	yes	yes	94.48	25.9	no	yes
ERX2260793	hmrM	yes	yes	98.78	53.6	no	yes
ERX2260794	Haemophilus_influenzae_PBP3	yes	yes	96.67	68.8	yes	yes
ERX2260794	Pasteurella_multocida_16S	yes_nonunique	yes	94.72	529.2	no	yes
ERX2260794	hmrM	yes	yes	99.71	52.7	no	yes
ERX2260795	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	723.4	no	yes
ERX2260795	hmrM	yes	yes	94.7	27.8	no	yes
ERX2260796	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	783.0	no	yes
ERX2260796	hmrM	yes	yes	94.55	19.1	no	yes
ERX2260797	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	577.6	no	yes
ERX2260797	hmrM	yes	yes	94.48	18.2	no	yes
ERX2260798	LpsA	yes	yes	99.48	18.0	no	yes
ERX2260798	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	598.6	no	yes
ERX2260798	hmrM	yes	yes	94.34	28.4	no	yes
ERX2260799	Pasteurella_multocida_16S	yes_nonunique	yes	94.59	494.2	no	yes
ERX2260799	hmrM	yes	yes	94.41	27.2	no	yes
ERX2260800	LpsA	yes	yes	98.83	30.9	no	yes
ERX2260800	Pasteurella_multocida_16S	yes_nonunique	yes	95.35	602.8	no	yes
ERX2260800	hmrM	yes	yes	94.48	27.2	no	yes
ERX2260801	LpsA	yes	yes	98.57	9.4	no	yes
ERX2260801	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	615.7	no	yes
ERX2260801	hmrM	yes	yes	94.7	23.7	no	yes
ERX2260802	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	611.3	no	yes
ERX2260802	hmrM	yes	yes	94.55	24.7	no	yes
ERX2260803	Haemophilus_influenzae_PBP3	yes	yes	97.98	25.2	yes	yes
ERX2260803	Pasteurella_multocida_16S	yes_nonunique	yes	95.56	158.2	no	yes
ERX2260803	hmrM	yes	yes	94.48	10.8	no	yes
ERX2260804	Pasteurella_multocida_16S	yes	yes	95.43	233.7	no	yes
ERX2260804	hmrM	yes	yes	94.55	12.8	no	yes
ERX2260805	Haemophilus_influenzae_PBP3	yes	yes	95.96	32.7	yes	yes
ERX2260805	LpsA	yes	yes	93.78	58.0	no	yes
ERX2260805	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	273.9	no	yes
ERX2260805	hmrM	yes	yes	99.64	27.6	no	yes
ERX2260806	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	755.2	no	yes
ERX2260806	hmrM	yes	yes	94.48	25.2	no	yes
ERX2260807	LpsA	yes	yes	98.44	14.4	no	yes
ERX2260807	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	542.1	no	yes
ERX2260807	hmrM	yes	yes	94.48	19.8	no	yes
ERX2260808	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	624.7	no	yes
ERX2260808	hmrM	yes	yes	99.35	50.2	no	yes
ERX2260809	Haemophilus_influenzae_PBP3	yes	yes	96.62	58.0	yes	yes
ERX2260809	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	686.5	no	yes
ERX2260809	hmrM	yes	yes	94.48	26.9	no	yes
ERX2260810	Pasteurella_multocida_16S	yes	yes	95.43	579.4	no	yes
ERX2260810	TEM_-	yes	yes	99.88	89.3	no	yes
ERX2260810	hmrM	yes	yes	99.86	46.8	no	yes
ERX2260811	LpsA	yes	yes	98.44	19.1	no	yes
ERX2260811	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	645.7	no	yes
ERX2260811	hmrM	yes	yes	96.34	41.6	no	yes
ERX2260812	Haemophilus_influenzae_PBP3	yes	yes	96.34	59.5	yes	yes
ERX2260812	LpsA	yes	yes	93.13	11.8	no	yes
ERX2260812	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	541.1	no	yes
ERX2260812	hmrM	yes	yes	98.14	56.7	no	yes
ERX2260813	Haemophilus_influenzae_PBP3	yes	yes	97.71	46.8	yes	yes
ERX2260813	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	382.1	no	yes
ERX2260813	hmrM	yes	yes	95.27	19.5	no	yes
ERX2260814	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	765.7	no	yes
ERX2260814	hmrM	yes	yes	94.48	24.8	no	yes
ERX2260815	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	737.0	no	yes
ERX2260815	hmrM	yes	yes	95.84	28.7	no	yes
ERX2260816	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	744.5	no	yes
ERX2260816	TEM_-	yes	yes	99.88	113.8	no	yes
ERX2260816	hmrM	yes_nonunique	yes	94.55	17.9	no	yes
ERX2260817	hmrM	yes	yes	98.78	47.2	no	yes
ERX2260818	LpsA	yes	yes	99.48	14.2	no	yes
ERX2260818	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	639.6	no	yes
ERX2260818	hmrM	yes	yes	94.7	20.6	no	yes
ERX2260819	LpsA	yes	yes	99.35	19.8	no	yes
ERX2260819	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	807.3	no	yes
ERX2260819	hmrM	yes	yes	95.84	24.5	no	yes
ERX2260820	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	739.4	no	yes
ERX2260820	hmrM	yes	yes	94.48	17.6	no	yes
ERX2260821	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	853.5	no	yes
ERX2260821	hmrM	yes	yes	96.77	39.7	no	yes
ERX2260822	hmrM	yes	yes	94.41	26.1	no	yes
ERX2260823	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	676.0	no	yes
ERX2260823	hmrM	yes	yes	94.48	23.9	no	yes
ERX2260824	Haemophilus_influenzae_PBP3	yes	yes	96.62	49.5	yes	yes
ERX2260824	LpsA	yes	yes	96.28	6.9	no	yes
ERX2260824	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	707.2	no	yes
ERX2260824	hmrM	yes	yes	94.48	24.4	no	yes
ERX2260825	Haemophilus_influenzae_PBP3	yes	yes	96.67	54.6	yes	yes
ERX2260825	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	732.0	no	yes
ERX2260825	hmrM	yes	yes	94.48	21.7	no	yes
ERX2260826	Pasteurella_multocida_16S	yes	yes	95.43	583.0	no	yes
ERX2260826	hmrM	yes	yes	94.48	26.1	no	yes
ERX2260827	Haemophilus_influenzae_PBP3	yes	yes	98.04	60.2	yes	yes
ERX2260827	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	702.7	no	yes
ERX2260827	TEM_-	yes	yes	99.88	119.7	no	yes
ERX2260827	hmrM	yes	yes	96.77	38.2	no	yes
ERX2260828	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	692.3	no	yes
ERX2260828	hmrM	yes	yes	94.48	23.3	no	yes
ERX2260829	Haemophilus_influenzae_PBP3	yes	yes	95.09	56.9	yes	yes
ERX2260829	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	620.3	no	yes
ERX2260829	hmrM	yes	yes	95.63	29.1	no	yes
ERX2260830	Pasteurella_multocida_16S	yes_nonunique	yes	95.11	725.9	no	yes
ERX2260830	hmrM	yes	yes	98.92	41.7	no	yes
ERX2260831	LpsA	yes	yes	94.03	12.4	no	yes
ERX2260831	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	672.0	no	yes
ERX2260831	hmrM	yes	yes	94.48	25.2	no	yes
ERX2260832	Haemophilus_influenzae_PBP3	yes_nonunique	yes	99.45	79.0	yes	yes
ERX2260832	LpsA	yes	yes	99.22	12.1	no	yes
ERX2260832	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	683.5	no	yes
ERX2260832	hmrM	yes	yes	94.41	25.4	no	yes
ERX2260833	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	604.0	no	yes
ERX2260833	hmrM	yes	yes	94.55	22.7	no	yes
ERX2260834	Pasteurella_multocida_16S	yes	yes	95.49	513.3	no	yes
ERX2260834	hmrM	yes	yes	96.77	30.9	no	yes
ERX2260835	LpsA	yes	yes	100.0	21.8	no	no
ERX2260835	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	661.9	no	yes
ERX2260835	TEM_-	yes_nonunique	yes	99.88	83.0	no	yes
ERX2260835	hmrM	yes	yes	94.48	25.7	no	yes
ERX2260836	LpsA	yes_nonunique	yes	94.03	3.4	no	yes
ERX2260836	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	717.2	no	yes
ERX2260836	hmrM	yes	yes	94.48	20.8	no	yes
ERX2260837	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	628.2	no	yes
ERX2260837	hmrM	yes	yes	98.14	43.3	no	yes
ERX2260838	LpsA	yes	yes	98.44	13.6	no	yes
ERX2260838	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	663.5	no	yes
ERX2260838	hmrM	yes	yes	94.7	28.1	no	yes
ERX2260839	LpsA	yes	yes	100.0	9.3	no	no
ERX2260839	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	428.7	no	yes
ERX2260839	TEM_-	yes	yes	99.88	45.5	no	yes
ERX2260839	hmrM	yes	yes	94.48	15.1	no	yes
ERX2260840	Haemophilus_influenzae_PBP3	yes	yes	97.71	49.3	yes	yes
ERX2260840	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	552.7	no	yes
ERX2260840	hmrM	yes	yes	94.55	25.9	no	yes
ERX2260841	LpsA	yes	yes	98.05	14.3	no	yes
ERX2260841	Pasteurella_multocida_16S	yes	yes	95.62	570.7	no	yes
ERX2260841	hmrM	yes	yes	94.48	25.3	no	yes
ERX2260842	LpsA	yes	yes	98.31	99.5	no	yes
ERX2260842	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	299.9	no	yes
ERX2260842	TEM_-	yes	yes	99.88	43.9	no	yes
ERX2260842	hmrM	yes	yes	96.77	18.1	no	yes
ERX2260843	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	518.1	no	yes
ERX2260843	TEM_-	yes_nonunique	yes	99.88	3198.9	no	yes
ERX2260843	hmrM	yes	yes	97.08	32.1	no	yes
ERX2260844	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	761.1	no	yes
ERX2260844	hmrM	yes	yes	94.41	24.8	no	yes
ERX2260845	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	580.2	no	yes
ERX2260845	hmrM	yes	yes	94.55	22.3	no	yes
ERX2260846	Haemophilus_influenzae_PBP3	yes	yes	96.62	49.8	yes	yes
ERX2260846	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	621.6	no	yes
ERX2260846	hmrM	yes	yes	94.48	24.3	no	yes
ERX2260847	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	125.4	no	yes
ERX2260847	hmrM	yes	yes	94.55	7.5	no	yes
ERX2260848	LpsA	yes	yes	94.03	10.5	no	yes
ERX2260848	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	630.9	no	yes
ERX2260848	hmrM	yes	yes	94.48	20.3	no	yes
ERX2260849	Haemophilus_influenzae_PBP3	yes	yes	96.62	50.3	yes	yes
ERX2260849	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	829.0	no	yes
ERX2260849	hmrM	yes	yes	94.48	23.6	no	yes
ERX2260850	LpsA	yes	yes	94.03	9.8	no	yes
ERX2260850	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	517.8	no	yes
ERX2260850	hmrM	yes	yes	94.48	17.1	no	yes
ERX2260851	Haemophilus_influenzae_PBP3	yes	yes	96.18	41.3	yes	yes
ERX2260851	Pasteurella_multocida_16S	yes_nonunique	yes	94.79	384.4	no	yes
ERX2260851	hmrM	yes	yes	99.5	38.1	no	yes
ERX2260852	LpsA	yes	yes	99.48	15.7	no	yes
ERX2260852	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	664.0	no	yes
ERX2260852	hmrM	yes	yes	94.34	32.2	no	yes
ERX2260853	Haemophilus_influenzae_PBP3	yes	yes	97.71	33.7	yes	yes
ERX2260853	LpsA	yes	yes	98.83	162.1	no	yes
ERX2260853	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	213.2	no	yes
ERX2260853	hmrM	yes	yes	94.48	15.5	no	yes
ERX2260854	Haemophilus_influenzae_PBP3	yes	yes	96.29	43.2	yes	yes
ERX2260854	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	638.8	no	yes
ERX2260854	hmrM	yes	yes	95.84	29.7	no	yes
ERX2260855	LpsA	yes	yes	93.92	22.9	no	yes
ERX2260855	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	346.4	no	yes
ERX2260855	hmrM	yes	yes	94.77	16.9	no	yes
ERX2260856	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	366.2	no	yes
ERX2260856	hmrM	yes	yes	94.55	17.9	no	yes
ERX2260857	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	646.7	no	yes
ERX2260858	hmrM	yes	yes	98.78	44.6	no	yes
ERX2260859	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	575.2	no	yes
ERX2260859	hmrM	yes	yes	99.78	42.8	no	yes
ERX2260860	LpsA	yes	yes	99.22	14.3	no	yes
ERX2260860	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	640.2	no	yes
ERX2260860	hmrM	yes	yes	99.93	58.6	no	yes
ERX2260861	LpsA	yes	yes	98.31	14.3	no	yes
ERX2260861	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	712.7	no	yes
