query	reference	ani	mapped_fragments	total_fragments
SRX6601869	GA81666	97.0685	550	599
SRX6602124	GA81666	97.0685	546	601
ERX2804037	GA81666	97.0683	540	575
ERX3970888	GA81666	97.0682	521	560
ERX3331991	GA81666	97.0681	533	566
ERX3529802	GA81666	97.0681	543	582
ERX3291094	GA81666	97.0679	539	592
ERX3331993	GA81666	97.0679	533	564
ERX3332189	GA81666	97.0678	531	570
ERX3462049	GA81666	97.0676	529	573
ERX3448779	GA81666	97.0674	548	591
ERX3602186	GA81666	97.0674	539	621
SRX6601663	GA81666	97.0674	549	611
ERX3434296	GA81666	97.0673	563	618
ERX3448873	GA81666	97.0673	547	614
ERX3332359	GA81666	97.0672	541	577
SRX6602238	GA81666	97.0672	543	582
ERX2579071	GA81666	97.0671	543	583
ERX3435814	GA81666	97.067	531	571
ERX2260765	GA81666	97.0669	534	564
ERX3291107	GA81666	97.0668	535	572
SRX6602085	GA81666	97.0668	543	593
ERX3332714	GA81666	97.0665	544	580
ERX3434568	GA81666	97.0665	522	561
ERX2260786	GA81666	97.0664	542	578
SRX761776	GA81666	97.0664	542	591
ERX2260905	GA81666	97.0663	550	585
SRX1715121	GA81666	97.0662	535	607
ERX3332573	GA81666	97.066	547	589
ERX3291282	GA81666	97.0658	553	603
ERX2579085	GA81666	97.0655	548	591
ERX3332286	GA81666	97.0655	524	575
ERX3291394	GA81666	97.0654	551	586
ERX3332789	GA81666	97.0654	515	558
ERX3434072	GA81666	97.0654	544	586
ERX3448864	GA81666	97.0654	522	562
SRX4551945	GA81666	97.0654	543	588
ERX3291199	GA81666	97.0652	551	602
ERX2260703	GA81666	97.0651	528	558
ERX3332061	GA81666	97.065	543	583
ERX3529847	GA81666	97.065	544	578
ERX3291116	GA81666	97.0649	532	565
ERX3332578	GA81666	97.0649	538	586
ERX3433949	GA81666	97.0648	545	620
SRX4551956	GA81666	97.0648	535	600
ERX2260870	GA81666	97.0646	538	571
ERX3291070	GA81666	97.0646	526	573
ERX3435519	GA81666	97.0644	524	595
ERX3435580	GA81666	97.0643	555	633
GA87866	GA81666	97.0643	536	587
SRX1715129	GA81666	97.0643	538	601
ERX3291420	GA81666	97.0642	532	564
ERX4159239	GA81666	97.0639	553	613
ERX2579115	GA81666	97.0635	549	581
ERX3291479	GA81666	97.063	541	575
ERX3291281	GA81666	97.0628	533	564
ERX2260691	GA81666	97.0627	537	603
ERX2260854	GA81666	97.0627	542	594
SRX4551988	GA81666	97.0626	543	587
SRX6601686	GA81666	97.0624	563	618
ERX2260903	GA81666	97.0622	533	562
ERX3332251	GA81666	97.0621	531	590
ERX3332355	GA81666	97.0621	544	596
GCF_002966575	GA81666	97.0621	560	619
ERX3291203	GA81666	97.0619	497	546
ERX3448790	GA81666	97.0617	558	615
ERX4159222	GA81666	97.0617	542	576
ERX3435122	GA81666	97.0612	541	580
SRX4576173	GA81666	97.0612	555	630
ERX3332353	GA81666	97.0611	539	589
ERX3434833	GA81666	97.0611	527	556
ERX3291073	GA81666	97.061	523	570
SRX6602131	GA81666	97.061	546	583
ERX3291291	GA81666	97.0609	528	582
ERX3291074	GA81666	97.0607	540	589
ERX3291465	GA81666	97.0606	521	569
ERX3332361	GA81666	97.0606	548	579
ERX3529854	GA81666	97.0605	545	597
ERX3331984	GA81666	97.0603	535	568
ERX3291299	GA81666	97.0601	531	564
GA79549	GA81666	97.0601	544	592
SRX4551928	GA81666	97.0601	539	618
ERX4159226	GA81666	97.0599	539	592
SRX6601885	GA81666	97.0598	549	613
ERX2260864	GA81666	97.0597	538	585
ERX3291322	GA81666	97.0597	533	581
ERX3448903	GA81666	97.0597	543	607
ERX3332058	GA81666	97.0593	535	583
ERX101224	GA81666	97.0592	560	629
ERX3435726	GA81666	97.0592	528	577
ERX3529789	GA81666	97.0592	547	597
GA64949	GA81666	97.0592	542	579
ERX3291507	GA81666	97.0591	529	579
ERX3291620	GA81666	97.0591	546	584
SRX6601921	GA81666	97.059	569	644
ERX3291092	GA81666	97.0589	538	592
ERX3433941	GA81666	97.0589	528	600
SRX6602205	GA81666	97.0588	546	592
ERX3332293	GA81666	97.0587	524	555
SRX1715125	GA81666	97.0587	539	590
ERX2260710	GA81666	97.0585	540	615
ERX3291133	GA81666	97.0585	550	591
ERX3332288	GA81666	97.0584	510	559
ERX3435522	GA81666	97.0584	550	590
ERX3291411	GA81666	97.0583	546	597
ERX4159210	GA81666	97.0582	565	619
ERX3332091	GA81666	97.0581	541	597
ERX2804051	GA81666	97.058	516	572
ERX3435716	GA81666	97.0579	559	594
SRX6601760	GA81666	97.0578	552	644
SRX6602095	GA81666	97.0577	545	574
ERX3332284	GA81666	97.0575	546	596
ERX3291113	GA81666	97.0574	531	569
ERX3434728	GA81666	97.0573	519	567
ERX3435167	GA81666	97.0573	547	608
SRX6601805	GA81666	97.0572	543	597
ERX2260940	GA81666	97.057	556	603
ERX3435599	GA81666	97.057	525	555
ERX3435208	GA81666	97.0569	545	581
ERX2260853	GA81666	97.0565	543	580
ERX2260917	GA81666	97.0565	540	638
ERX3331999	GA81666	97.0564	545	599
ERX3434162	GA81666	97.0562	549	602
ERX3291323	GA81666	97.0558	537	575
ERX3291200	GA81666	97.0554	545	601
GA76567	GA81666	97.0554	542	598
ERX3291051	GA81666	97.0552	528	587
SRX4576166	GA81666	97.0552	543	589
ERX3332290	GA81666	97.0549	467	509
ERX3291440	GA81666	97.0547	521	552
ERX3291525	GA81666	97.0547	541	597
ERX3291297	GA81666	97.0544	534	564
ERX3434213	GA81666	97.0544	555	627
SRX6601650	GA81666	97.0544	548	611
SRX6601839	GA81666	97.0544	543	580
SRX9274394	GA81666	97.0542	544	580
ERX3332342	GA81666	97.054	533	562
SRX6601701	GA81666	97.0539	550	596
ERX3435117	GA81666	97.0537	541	593
ERX3970949	GA81666	97.0537	526	555
SRX6602213	GA81666	97.0535	549	601
ERX3434835	GA81666	97.0534	544	580
ERX2260819	GA81666	97.0533	545	596
ERX3434429	GA81666	97.0533	560	593
ERX2579054	GA81666	97.0532	541	604
ERX3291431	GA81666	97.0532	535	565
ERX3434881	GA81666	97.0532	542	580
ERX2260757	GA81666	97.0531	537	593
ERX3914498	GA81666	97.0527	526	569
ERX3332367	GA81666	97.0526	543	576
ERX3291521	GA81666	97.0525	532	578
ERX3332540	GA81666	97.0525	515	547
ERX3435187	GA81666	97.0524	549	591
SRX4551994	GA81666	97.0523	532	569
ERX3291104	GA81666	97.0522	534	585
ERX3291474	GA81666	97.052	540	576
ERX101206	GA81666	97.0517	542	590
ERX2260693	GA81666	97.0517	516	542
ERX2803937	GA81666	97.0515	539	582
ERX3291480	GA81666	97.0515	493	527
SRX6601700	GA81666	97.0515	542	588
ERX3291045	GA81666	97.0514	525	592
ERX3332569	GA81666	97.0514	543	575
ERX3332710	GA81666	97.0514	541	578
SRX6601671	GA81666	97.0513	542	594
ERX3291630	GA81666	97.0512	540	589
ERX2260768	GA81666	97.0511	526	567
ERX2803980	GA81666	97.051	539	601
ERX3291158	GA81666	97.0509	555	594
ERX3435115	GA81666	97.0509	543	593
GA87439	GA81666	97.0508	511	565
SRX6601987	GA81666	97.0508	545	582
ERX3291061	GA81666	97.0507	516	571
GA56638	GA81666	97.0507	540	576
ERX3434804	GA81666	97.0505	522	571
ERX3914508	GA81666	97.0505	529	584
SRX6602129	GA81666	97.0505	552	622
ERX3332648	GA81666	97.0504	528	570
ERX3435212	GA81666	97.0504	555	631
SRX4551931	GA81666	97.0503	541	613
ERX3331985	GA81666	97.0498	541	574
ERX3435600	GA81666	97.0498	529	600
ERX3435641	GA81666	97.0498	540	593
ERX3332461	GA81666	97.0496	555	593
SRX6601762	GA81666	97.0496	551	584
ERX3332059	GA81666	97.0495	527	568
GCF_900475995	GA81666	97.0495	555	616
ERX3291205	GA81666	97.0494	537	593
ERX3435038	GA81666	97.0493	543	580
SRX6601877	GA81666	97.0492	546	596
ERX3434493	GA81666	97.0488	549	594
GA81061	GA81666	97.0488	551	597
ERX3448966	GA81666	97.0487	563	642
ERX3529703	GA81666	97.0487	549	592
ERX2260726	GA81666	97.0485	541	587
ERX3291285	GA81666	97.0484	537	568
ERX3332362	GA81666	97.0484	549	579
ERX3291056	GA81666	97.0482	529	593
ERX3332159	GA81666	97.0482	521	554
ERX3332162	GA81666	97.0481	536	590
ERX3462036	GA81666	97.048	566	617
ERX2260915	GA81666	97.0478	550	598
SRX6601659	GA81666	97.0478	544	582
ERX3332097	GA81666	97.0477	550	603
ERX3435657	GA81666	97.0476	553	607
ERX3291202	GA81666	97.0473	529	579
ERX3332663	GA81666	97.0473	554	589
ERX3529808	GA81666	97.0473	552	626
ERX3529856	GA81666	97.0471	543	620
ERX3529863	GA81666	97.0471	555	615
ERX3291105	GA81666	97.047	503	552
ERX3434954	GA81666	97.047	548	602
ERX2579096	GA81666	97.0469	545	590
ERX3332357	GA81666	97.0467	543	577
SRX6602136	GA81666	97.0466	545	584
ERX3433996	GA81666	97.0464	542	579
SRX7574180	GA81666	97.0464	527	589
ERX3462284	GA81666	97.0461	529	582
SRX4551932	GA81666	97.0457	528	587
SRX6601725	GA81666	97.0457	550	582
ERX2260759	GA81666	97.0455	533	568
ERX3602227	GA81666	97.0455	539	618
ERX3291536	GA81666	97.0454	517	566
ERX2260714	GA81666	97.0452	534	577
ERX2803990	GA81666	97.045	536	579
ERX3291623	GA81666	97.045	547	579
ERX3435207	GA81666	97.045	522	587
ERX3332179	GA81666	97.0449	541	592
ERX3331990	GA81666	97.0448	526	558
ERX3448909	GA81666	97.0448	544	607
ERX3291349	GA81666	97.0447	529	564
ERX3332487	GA81666	97.0446	519	548
ERX3435452	GA81666	97.0446	529	584
ERX3435784	GA81666	97.0444	559	591
ERX3434623	GA81666	97.0433	538	598
ERX3462038	GA81666	97.0433	561	640
SRX6601763	GA81666	97.0433	547	597
ERX3434366	GA81666	97.0432	562	618
ERX3332185	GA81666	97.0431	527	576
ERX3331969	GA81666	97.043	534	600
ERX3332145	GA81666	97.043	530	592
ERX3449023	GA81666	97.0429	542	581
ERX3434897	GA81666	97.0427	525	570
ERX3462240	GA81666	97.0427	564	641
ERX3291139	GA81666	97.0426	530	568
ERX3291287	GA81666	97.0425	536	565
ERX3332778	GA81666	97.0424	544	575
ERX3331986	GA81666	97.0421	540	574
ERX3332063	GA81666	97.042	522	567
GA87837	GA81666	97.0419	543	597
SRX6602008	GA81666	97.0418	553	607
ERX3435446	GA81666	97.0417	547	582
ERX3914486	GA81666	97.0417	544	581
ERX3434022	GA81666	97.0415	557	618
SRX6601655	GA81666	97.0414	544	598
ERX3332099	GA81666	97.0413	541	596
GCF_003425955	GA81666	97.0413	561	634
ERX3434995	GA81666	97.0412	527	556
ERX3291342	GA81666	97.0409	460	481
ERX3291475	GA81666	97.0408	546	576
ERX101211	GA81666	97.0406	549	600
SRX4551952	GA81666	97.0406	531	603
ERX4159240	GA81666	97.0405	541	619
GA67703	GA81666	97.0405	545	595
SRX6601789	GA81666	97.0405	548	595
ERX4159230	GA81666	97.0404	544	579
ERX3332383	GA81666	97.0403	523	586
ERX2260842	GA81666	97.0402	543	622
ERX3332349	GA81666	97.0402	542	595
ERX3434190	GA81666	97.0402	548	629
ERX2579098	GA81666	97.0401	545	579
GA52847	GA81666	97.0401	548	624
ERX3332140	GA81666	97.04	527	560
SRX6602233	GA81666	97.04	541	619
ERX2260930	GA81666	97.0397	536	565
ERX2260949	GA81666	97.0397	545	625
ERX3331971	GA81666	97.0395	533	600
GA67238	GA81666	97.0395	543	596
ERX4159202	GA81666	97.0394	547	591
ERX3914311	GA81666	97.0392	544	614
ERX3332354	GA81666	97.039	543	578
ERX3332029	GA81666	97.0388	530	577
ERX3434001	GA81666	97.0388	550	593
ERX3435125	GA81666	97.0388	549	584
ERX3914170	GA81666	97.0388	538	599
SRX6602216	GA81666	97.0387	549	609
ERX3332800	GA81666	97.0386	525	569
SRX6601850	GA81666	97.0386	554	606
SRX6601943	GA81666	97.0385	547	614
ERX3332503	GA81666	97.0383	538	587
ERX3332640	GA81666	97.0382	555	594
ERX3435077	GA81666	97.0382	528	582
SRX6602032	GA81666	97.0382	560	596
SRX7845450	GA81666	97.0381	535	574
ERX3291058	GA81666	97.038	521	587
ERX3434385	GA81666	97.0378	547	610
ERX3462119	GA81666	97.0378	555	593
SRX6602243	GA81666	97.0375	549	600
ERX3434912	GA81666	97.0374	552	596
ERX3434966	GA81666	97.0374	548	608
ERX3448861	GA81666	97.0374	526	561
ERX3435203	GA81666	97.0372	547	583
ERX3332112	GA81666	97.0371	554	605
ERX3332348	GA81666	97.037	544	576
ERX3914475	GA81666	97.037	548	624
ERX3462189	GA81666	97.0369	534	598
ERX3914154	GA81666	97.0369	545	627
ERX3291403	GA81666	97.0366	523	566
GA67324	GA81666	97.0365	542	617
ERX3291065	GA81666	97.0364	534	582
ERX3291530	GA81666	97.036	496	544
ERX3435101	GA81666	97.0359	523	574
SRX1081777	GA81666	97.0357	537	592
ERX3462149	GA81666	97.0356	565	620
ERX3291467	GA81666	97.0355	541	588
ERX3291130	GA81666	97.0354	550	589
ERX3291114	GA81666	97.0353	536	570
ERX3291439	GA81666	97.0353	543	574
ERX3448860	GA81666	97.0352	529	572
ERX2803995	GA81666	97.0351	532	606
ERX3434875	GA81666	97.0351	543	590
ERX3291399	GA81666	97.0349	555	591
GA87289	GA81666	97.0347	545	583
ERX3291088	GA81666	97.0343	532	584
ERX3332607	GA81666	97.0343	538	584
ERX3291319	GA81666	97.0342	529	581
ERX3529846	GA81666	97.0342	544	579
ERX3332336	GA81666	97.0339	542	592
ERX3435584	GA81666	97.0339	547	621
ERX3332442	GA81666	97.0338	537	587
ERX4159204	GA81666	97.0334	541	589
GA83813	GA81666	97.0334	542	588
SRX6602071	GA81666	97.0334	546	602
SRX6601646	GA81666	97.0331	548	597
ERX3331982	GA81666	97.033	548	584
ERX3332125	GA81666	97.0329	534	594
ERX3332206	GA81666	97.0329	538	599
SRX6601828	GA81666	97.0327	544	623
ERX3291235	GA81666	97.0326	537	572
ERX3435119	GA81666	97.0326	552	622
ERX3462164	GA81666	97.0326	547	609
SRX6602237	GA81666	97.0325	542	620
GCF_900478325	GA81666	97.0323	582	638
SRX4551898	GA81666	97.0323	538	581
ERX3434993	GA81666	97.0322	547	597
ERX3331973	GA81666	97.0321	513	575
ERX3332150	GA81666	97.032	545	607
ERX3448805	GA81666	97.032	538	606
ERX3462020	GA81666	97.0318	548	628
ERX3291318	GA81666	97.0317	544	598
ERX3332241	GA81666	97.0317	538	595
ERX3434258	GA81666	97.0317	551	615
SRX6601895	GA81666	97.0317	550	595
GCF_002966595	GA81666	97.0314	560	619
SRX6601841	GA81666	97.0314	549	594
ERX3462176	GA81666	97.0313	531	581
ERX4159244	GA81666	97.0313	546	619
ERX3448926	GA81666	97.0312	547	629
ERX3462010	GA81666	97.0312	522	569
ERX3434679	GA81666	97.0309	544	618
ERX3434976	GA81666	97.0309	524	559
ERX3462227	GA81666	97.0309	547	628
ERX3291048	GA81666	97.0308	530	590
ERX3434949	GA81666	97.0306	558	598
ERX3602233	GA81666	97.0306	543	581
SRX6601666	GA81666	97.0306	549	601
ERX3331980	GA81666	97.0304	541	592
ERX3332488	GA81666	97.0303	496	535
SRX6602156	GA81666	97.0303	552	647
ERX3291531	GA81666	97.0301	527	572
ERX3434547	GA81666	97.0301	546	598
ERX2260725	GA81666	97.0299	541	584
ERX3602235	GA81666	97.0299	542	588
ERX3435193	GA81666	97.0298	548	627
ERX3435097	GA81666	97.0296	521	584
SRX6601684	GA81666	97.0296	543	608
ERX3435508	GA81666	97.0295	553	596
ERX3914364	GA81666	97.0292	546	601
ERX3291156	GA81666	97.0291	552	588
ERX3332006	GA81666	97.0291	536	588
ERX3433937	GA81666	97.0291	547	628
ERX3435120	GA81666	97.0289	526	561
ERX3434975	GA81666	97.0288	549	622
GCF_003425565	GA81666	97.0288	567	619
ERX3462108	GA81666	97.0286	546	627
ERX3448804	GA81666	97.0285	550	597
GA71913	GA81666	97.0285	545	581
ERX3291286	GA81666	97.0284	539	574
ERX3462131	GA81666	97.0284	546	609
ERX3435016	GA81666	97.0282	550	581
SRX6602104	GA81666	97.0282	545	593
GCF_003425605	GA81666	97.028	567	619
SRX7845431	GA81666	97.0278	543	590
ERX3291101	GA81666	97.0274	539	591
ERX3332281	GA81666	97.0274	513	591
ERX3291410	GA81666	97.0271	533	564
ERX3434753	GA81666	97.0271	544	627
ERX3291076	GA81666	97.0267	498	542
SRX6601777	GA81666	97.0267	547	583
ERX3448843	GA81666	97.0266	541	592
SRX9274434	GA81666	97.0266	462	494
ERX3291426	GA81666	97.0265	528	558
ERX3332267	GA81666	97.0264	463	500
SRX6602134	GA81666	97.0264	547	617
ERX3602249	GA81666	97.0261	555	632
ERX3435019	GA81666	97.026	548	601
ERX3291438	GA81666	97.0259	526	559
SRX7845441	GA81666	97.0259	554	615
ERX3291463	GA81666	97.0258	534	579
ERX2260876	GA81666	97.0256	523	591
ERX3291106	GA81666	97.0256	542	591
ERX3291159	GA81666	97.0256	550	590
ERX3332060	GA81666	97.0255	536	584
ERX3435171	GA81666	97.0255	544	595
SRX6601944	GA81666	97.0254	551	612
ERX2803938	GA81666	97.0252	548	601
ERX3291517	GA81666	97.0252	540	590
ERX3291514	GA81666	97.0251	513	564
ERX3602160	GA81666	97.025	539	618
ERX3291096	GA81666	97.0246	537	585
ERX3529817	GA81666	97.0244	565	635
ERX3434219	GA81666	97.0243	554	590
ERX3435643	GA81666	97.0243	524	556
ERX3434883	GA81666	97.0239	520	569
ERX3434830	GA81666	97.0237	547	574
GCF_003425485	GA81666	97.0237	561	603
ERX3332596	GA81666	97.0236	543	594
ERX3434203	GA81666	97.0234	548	596
SRX9274487	GA81666	97.0233	425	471
ERX3332417	GA81666	97.0232	540	589
GCF_000931605	GA81666	97.0232	562	615
ERX3434226	GA81666	97.0231	561	638
ERX3291127	GA81666	97.023	558	595
SRX1530090	GA81666	97.0228	546	585
GA58200	GA81666	97.0227	548	624
ERX3435717	GA81666	97.0225	526	560
ERX2260821	GA81666	97.0223	529	576
ERX3332601	GA81666	97.0223	558	596
ERX3332225	GA81666	97.0219	531	590
GA58303	GA81666	97.0217	540	587
ERX3332181	GA81666	97.0216	539	600
ERX3332457	GA81666	97.0216	553	597
ERX3449147	GA81666	97.0216	552	593
SRX9274470	GA81666	97.0215	399	424
ERX2803992	GA81666	97.0213	519	589
ERX3435045	GA81666	97.0212	555	628
ERX3332446	GA81666	97.0211	539	584
ERX3435124	GA81666	97.0211	553	607
SRX7845452	GA81666	97.021	541	577
ERX3331978	GA81666	97.0209	535	596
ERX2803999	GA81666	97.0208	538	586
GA83310	GA81666	97.0208	544	591
ERX3332730	GA81666	97.0207	529	556
SRX6601690	GA81666	97.0205	552	600
SRX6602146	GA81666	97.02	547	611
ERX3332352	GA81666	97.0198	543	593
ERX3435024	GA81666	97.0196	544	580
ERX3291050	GA81666	97.0195	533	596
ERX3291099	GA81666	97.0194	542	594
ERX3291432	GA81666	97.0193	539	565
ERX3461994	GA81666	97.0193	545	625
ERX3529827	GA81666	97.0191	549	581
ERX3332623	GA81666	97.019	533	576
ERX3448868	GA81666	97.0189	556	630
ERX2260861	GA81666	97.0188	538	615
ERX3332608	GA81666	97.0188	550	599
GA60153	GA81666	97.0187	527	592
SRX6602147	GA81666	97.0185	547	611
ERX3434927	GA81666	97.0184	552	607
SRX1530096	GA81666	97.0183	540	582
SRX6601779	GA81666	97.0183	551	595
SRX6602038	GA81666	97.0182	545	627
ERX2803957	GA81666	97.0181	542	596
ERX3291075	GA81666	97.0177	511	554
ERX3435196	GA81666	97.0173	537	595
SRX6602161	GA81666	97.0173	537	629
ERX3434795	GA81666	97.0171	548	619
ERX3291109	GA81666	97.017	526	562
ERX3529828	GA81666	97.017	542	578
SRX7746511	GA81666	97.0168	547	619
ERX3434149	GA81666	97.0167	531	601
ERX3462175	GA81666	97.0167	552	618
ERX3602234	GA81666	97.0166	548	593
ERX3332501	GA81666	97.0165	540	586
ERX2804010	GA81666	97.0162	550	605
ERX3529853	GA81666	97.0159	558	590
ERX3291071	GA81666	97.0157	511	562
ERX3434579	GA81666	97.0156	548	615
ERX3434828	GA81666	97.0154	526	558
ERX3332547	GA81666	97.0153	542	590
ERX3435699	GA81666	97.0153	545	614
ERX2804020	GA81666	97.0152	526	587
SRX4551899	GA81666	97.0152	537	584
SRX4551939	GA81666	97.0151	536	566
ERX3291294	GA81666	97.0149	538	587
ERX3291321	GA81666	97.0149	531	577
ERX2260947	GA81666	97.0148	545	594
ERX3602246	GA81666	97.0147	558	615
ERX2260880	GA81666	97.0146	538	615
ERX3291283	GA81666	97.0144	540	596
ERX3332245	GA81666	97.0144	540	602
ERX2260708	GA81666	97.0141	537	574
ERX3291539	GA81666	97.0141	525	570
GA76501	GA81666	97.014	546	597
ERX3332666	GA81666	97.0139	557	596
ERX3602172	GA81666	97.0139	559	613
ERX3332172	GA81666	97.0138	526	575
ERX3602171	GA81666	97.0138	546	618
ERX3435006	GA81666	97.0136	549	619
ERX2260866	GA81666	97.0134	537	570
ERX3332202	GA81666	97.0134	519	567
SRX1081772	GA81666	97.0134	535	597
ERX3291047	GA81666	97.0131	540	602
ERX3291595	GA81666	97.0129	536	596
SRX6601948	GA81666	97.0129	548	623
ERX3462118	GA81666	97.0126	527	583
ERX3462090	GA81666	97.0125	539	571
GA64488	GA81666	97.0123	550	625
ERX3332190	GA81666	97.0121	521	569
ERX3434907	GA81666	97.0121	552	599
SRX6601874	GA81666	97.0118	546	585
ERX3291518	GA81666	97.0117	508	556
GA78215	GA81666	97.0117	545	621
ERX3332166	GA81666	97.0116	540	585
GA87217	GA81666	97.0116	547	590
ERX3291296	GA81666	97.0115	517	543
ERX3433992	GA81666	97.0114	548	616
ERX3434870	GA81666	97.0112	542	577
ERX3291289	GA81666	97.0109	534	589
ERX3602159	GA81666	97.0109	543	622
ERX3470855	GA81666	97.0108	522	584
ERX3291427	GA81666	97.0107	534	565
ERX3462327	GA81666	97.0107	552	612
SRX6602187	GA81666	97.0107	543	597
ERX3462168	GA81666	97.0105	546	621
ERX2260723	GA81666	97.0104	535	579
SRX6602067	GA81666	97.0103	544	580
ERX3435112	GA81666	97.0102	563	613
SRX6601709	GA81666	97.01	548	634
ERX3434106	GA81666	97.0098	544	579
ERX3462236	GA81666	97.0097	555	589
ERX3332450	GA81666	97.0096	535	581
ERX3448739	GA81666	97.0096	552	599
SRX4551936	GA81666	97.0096	540	569
ERX3435141	GA81666	97.0095	545	583
ERX2260938	GA81666	97.0093	547	619
ERX2803981	GA81666	97.009	519	578
SRX6601905	GA81666	97.0089	546	633
ERX2260952	GA81666	97.0088	540	588
ERX3435192	GA81666	97.0087	540	605
ERX3435810	GA81666	97.0087	550	622
ERX101205	GA81666	97.0086	541	584
ERX2579088	GA81666	97.0085	544	578
ERX3332255	GA81666	97.0084	546	609
ERX2260748	GA81666	97.0083	533	573
ERX3970795	GA81666	97.0083	529	600
ERX2260939	GA81666	97.0081	536	609
ERX3332274	GA81666	97.008	539	590
ERX3435709	GA81666	97.0078	558	599
ERX3291059	GA81666	97.0077	526	586
ERX3332560	GA81666	97.0077	537	583
ERX3291081	GA81666	97.0076	540	595
ERX2260782	GA81666	97.0072	533	596
ERX3332619	GA81666	97.0072	510	548
ERX2260908	GA81666	97.0069	535	584
ERX3970865	GA81666	97.0069	526	588
ERX3332509	GA81666	97.0068	549	596
ERX3332583	GA81666	97.0065	528	573
ERX3970935	GA81666	97.0064	525	604
SRX1530086	GA81666	97.0062	545	585
SRX4576181	GA81666	97.0061	546	611
ERX3291066	GA81666	97.006	536	583
ERX3448802	GA81666	97.0059	544	606
ERX3332116	GA81666	97.0057	544	594
GA67928	GA81666	97.0056	545	616
GA71997	GA81666	97.0055	546	622
ERX2579127	GA81666	97.0053	559	611
ERX3914478	GA81666	97.0052	550	631
ERX2803934	GA81666	97.0051	539	592
SRX6602015	GA81666	97.005	543	621
ERX2260862	GA81666	97.0049	526	589
ERX3434751	GA81666	97.0049	548	621
ERX3332377	GA81666	97.0047	530	588
SRX4551897	GA81666	97.0041	529	575
GCF_000767075	GA81666	97.0039	558	616
ERX3291077	GA81666	97.0038	543	594
ERX3434849	GA81666	97.0038	526	562
ERX3970975	GA81666	97.0036	534	572
ERX3291553	GA81666	97.0035	536	599
SRX7845432	GA81666	97.003	560	593
ERX3291540	GA81666	97.0026	516	565
ERX3332259	GA81666	97.0025	512	569
ERX3434729	GA81666	97.0022	525	588
ERX3291162	GA81666	97.0021	554	595
SRX1530087	GA81666	97.0021	544	584
ERX3291124	GA81666	97.002	545	611
ERX3332279	GA81666	97.002	546	595
ERX3914487	GA81666	97.0018	533	601
GCF_002966615	GA81666	97.0012	564	628
ERX3291300	GA81666	97.0011	528	557
GA83939	GA81666	97.0008	547	611
ERX2260755	GA81666	97.0005	538	602
ERX3602189	GA81666	97.0005	552	614
SRX6601669	GA81666	97.0003	548	624
ERX3291062	GA81666	97.0001	535	586
SRX1530094	GA81666	97	543	585
SRX6602183	GA81666	97	539	580
ERX3332115	GA81666	96.9999	540	597
ERX3529868	GA81666	96.9999	547	592
SRX6602276	GA81666	96.9997	544	601
ERX3291053	GA81666	96.9995	540	599
ERX3332092	GA81666	96.9995	553	606
ERX3332465	GA81666	96.9995	551	594
ERX3331972	GA81666	96.9994	533	592
ERX3291262	GA81666	96.9992	542	607
ERX3434844	GA81666	96.9992	537	606
ERX3291619	GA81666	96.9991	534	587
ERX3434922	GA81666	96.9991	558	630
SRX6601634	GA81666	96.9989	554	611
ERX3434725	GA81666	96.9988	549	610
ERX3332581	GA81666	96.9986	538	590
ERX3435146	GA81666	96.9986	528	589
SRX7845462	GA81666	96.9986	551	625
ERX3291548	GA81666	96.9984	542	607
SRX7845438	GA81666	96.9982	544	606
ERX3332656	GA81666	96.9981	552	600
ERX3332154	GA81666	96.9978	533	579
ERX3435159	GA81666	96.9978	528	563
ERX3435789	GA81666	96.9978	549	628
SRX6602030	GA81666	96.9976	546	581
ERX3332421	GA81666	96.9975	543	589
SRX6602020	GA81666	96.9975	548	628
ERX3332002	GA81666	96.9971	547	602
ERX2260836	GA81666	96.997	536	583
ERX3448908	GA81666	96.9969	531	600
ERX3970842	GA81666	96.9969	532	601
SRX1530137	GA81666	96.9969	543	586
ERX3449003	GA81666	96.9968	551	633
ERX3291086	GA81666	96.9965	535	580
ERX3448738	GA81666	96.9964	556	600
ERX3291295	GA81666	96.9963	523	555
SRX1530135	GA81666	96.9963	547	588
ERX3435723	GA81666	96.9961	552	609
ERX3529837	GA81666	96.9961	543	589
ERX3435088	GA81666	96.9959	550	595
SRX6601642	GA81666	96.9957	548	611
ERX3291612	GA81666	96.9956	509	564
ERX3291257	GA81666	96.9955	542	608
ERX3602191	GA81666	96.9953	553	623
SRX7845461	GA81666	96.9951	542	617
ERX3332130	GA81666	96.9947	548	599
ERX3332759	GA81666	96.9946	531	595
GA83972	GA81666	96.9945	547	601
GA64005	GA81666	96.9941	550	580
ERX3332401	GA81666	96.994	534	593
ERX3435149	GA81666	96.9935	528	561
ERX3291069	GA81666	96.9932	528	573
ERX3434186	GA81666	96.993	548	631
SRX6602198	GA81666	96.993	541	623
ERX3291629	GA81666	96.9929	540	591
ERX3332822	GA81666	96.9929	517	571
ERX3332599	GA81666	96.9927	550	596
ERX101242	GA81666	96.9926	543	610
ERX3332193	GA81666	96.9926	501	556
ERX3434256	GA81666	96.9926	562	598
ERX3529855	GA81666	96.9925	544	622
SRX6601833	GA81666	96.9925	563	597
ERX2260850	GA81666	96.9919	532	590
ERX3332405	GA81666	96.9919	544	590
SRX6602143	GA81666	96.9919	556	634
ERX101223	GA81666	96.9917	538	613
