sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_tRNA	annotation_tmRNA	rank	reason	annotation_repeat_region
ERX101246	1860196	True	149311350	80.266	1990818	75	75	0	75	75	75	75	7.500	37.220	3.002	40	38	37	39	148921466	80.057	1986194	35	74.978	0.545	75	75	75	75	11.500	37.252	2.895	40	38	37	39	0.00	31.07	19.07	18.85	0.00	31.02	5	23	29	0	4	319142	60754	27743	650	161242	0	16.67	76.67	96.67	0.00	30	1822639	Haemophilus influenzae strain	30	1822639	1740	1784	2	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101247	1860196	True	173568300	93.306	2314244	75	75	0	75	75	75	75	9	39.036	2.972	42	40	38.500	41	173189085	93.103	2309954	35	74.975	0.586	75	75	75	75	14.500	38.220	2.617	40	39	38	40	0.00	30.84	18.98	18.93	0.00	31.25	5	25	30	0	5	285021	58073	32117	604	117910	0	16.13	80.65	96.77	0.00	31	1800291	Haemophilus influenzae strain	31	1800291	1700	1743	2	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101248	1860196	True	157683450	84.767	2102446	75	75	0	75	75	75	75	8	37.262	2.970	40	38	37	39	157314003	84.569	2098126	35	74.978	0.554	75	75	75	75	11	37.291	2.872	40	38	37	39	0.00	30.99	18.98	18.89	0.00	31.14	6	29	35	0	6	203585	48939	28201	799	108066	0	16.67	80.56	97.22	0.00	36	1761810	Haemophilus influenzae strain	36	1761810	1649	1690	1	39	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101249	1860196	True	136393650	73.322	1818582	75	75	0	75	75	75	75	9	37.144	3.079	40	38	37	39	136043287	73.134	1814412	35	74.979	0.547	75	75	75	75	11.500	37.176	2.979	40	38	37	39	0.00	31.04	18.85	19.01	0.00	31.09	6	19	24	0	4	367869	65759	29532	500	139002	0	22.22	70.37	88.89	0.00	27	1775500	Haemophilus influenzae strain	27	1775500	1683	1727	1	42	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101250	1860196	True	136902450	73.596	1825366	75	75	0	75	75	75	75	7	37.185	3.013	40	38	37	39	136561471	73.412	1821328	35	74.979	0.535	75	75	75	75	10.500	37.215	2.916	40	38	37	39	0.00	31.26	19.09	19.01	0.00	30.65	0	53	130	0	21	70128	7795	1012	501	33663	0	0.00	20.87	51.18	0.00	254	1980090	Haemophilus influenzae strain	254	1980090	1840	1885	5	39	1	bronze	Short read length (74.98bp, expect >= 75 bp);Too many contigs (254, expect <= 200)	
ERX101251	1860196	True	622024200	334.386	8293656	75	75	0	75	75	75	75	7	37.268	3.003	40	38	37	39	186019528	100.000	2480980	35	74.978	0.561	75	75	75	75	11	37.319	2.825	40	38	37	39	0.00	30.97	18.85	19.00	0.00	31.18	5	20	31	0	4	307560	50673	17992	551	152491	0	14.29	57.14	88.57	0.00	35	1773585	Haemophilus influenzae strain	35	1773585	1669	1714	3	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101252	1860196	True	140990850	75.794	1879878	75	75	0	75	75	75	75	7	37.232	2.975	40	38	37	39	140629163	75.599	1875576	35.500	74.979	0.536	75	75	75	75	11.500	37.263	2.872	40	38	37	39	0.00	30.85	18.86	19.15	0.00	31.14	6	31	48	0	7	196124	36483	18078	501	86542	0	11.32	58.49	90.57	0.00	53	1933615	Haemophilus influenzae strain	53	1933615	1900	1943	2	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101253	1860196	True	411906600	221.432	5492088	75	75	0	75	75	75	75	7	37.214	2.990	40	38	37	39	186019571	100.000	2480968	35	74.979	0.549	75	75	75	75	10.500	37.249	2.877	40	38	37	39	0.00	31.06	19.13	18.74	0.00	31.07	7	29	42	0	7	189672	41346	20793	532	121791	0	16.28	67.44	97.67	0.00	43	1777913	Haemophilus influenzae strain	43	1777913	1664	1711	5	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101254	1860196	True	361044900	194.090	4813932	75	75	0	75	75	75	75	7.500	37.183	3.050	40	38	37	39	186019514	100.000	2480958	35	74.979	0.540	75	75	75	75	11	37.212	2.951	40	38	37	39	0.00	30.99	18.84	19.01	0.00	31.15	7	23	32	0	5	345414	53739	27633	921	138662	0	21.21	69.70	96.97	0.00	33	1773409	Haemophilus influenzae strain	33	1773409	1687	1737	4	45	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101255	1860196	True	472150950	253.818	6295346	75	75	0	75	75	75	75	7	37.229	2.998	40	38	37	39	186019643	100.000	2480972	35	74.978	0.548	75	75	75	75	11.500	37.258	2.901	40	38	37	39	0.00	31.21	19.07	18.69	0.00	31.03	7	25	31	0	6	211842	51929	27314	503	122850	0	20.00	71.43	88.57	0.00	35	1817527	Haemophilus influenzae strain	35	1817527	1733	1776	3	39	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101256	1860196	True	259930050	139.733	3465734	75	75	0	75	75	75	75	8	37.280	2.921	40	38	37	39	186019605	100.000	2480946	35	74.979	0.536	75	75	75	75	12	37.311	2.821	40	38	37	39	0.00	30.86	18.90	19.09	0.00	31.15	4	36	44	0	8	325144	39459	25599	585	61040	0	8.51	76.60	93.62	0.00	47	1854604	Haemophilus influenzae strain	47	1854604	1793	1835	1	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101257	1860196	True	193608600	104.080	2581448	75	75	0	75	75	75	75	8.500	37.274	2.949	40	38	37	39	186019546	100.000	2480970	35.500	74.979	0.545	75	75	75	75	11.500	37.301	2.860	40	38	37	39	0.00	30.98	19.32	18.61	0.00	31.10	7	26	32	0	6	239168	54994	29315	531	121786	0	20.59	76.47	94.12	0.00	34	1869819	Haemophilus influenzae strain	34	1869819	1817	1860	3	39	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101258	1860196	True	135944850	73.081	1812598	75	75	0	75	75	75	75	9	37.259	2.963	40	38	37	39	135551491	72.870	1807860	35	74.979	0.546	75	75	75	75	11.500	37.294	2.844	40	38	37	39	0.00	31.17	18.83	19.00	0.00	30.99	4	19	24	0	3	521628	69872	29744	870	173446	0	15.38	73.08	92.31	0.00	26	1816687	Haemophilus influenzae strain	26	1816687	1714	1760	5	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101259	1860196	True	179484900	96.487	2393132	75	75	0	75	75	75	75	9.500	39.052	2.951	42	40	38.500	41	179108206	96.285	2388898	35	74.975	0.593	75	75	75	75	14.500	38.233	2.600	40	39	38	40	0.00	31.05	18.88	18.96	0.00	31.12	6	17	21	0	4	343543	78327	31902	547	168889	0	26.09	73.91	91.30	0.00	23	1801543	Haemophilus influenzae strain	23	1801543	1703	1751	3	44	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101260	1860196	True	155501100	83.594	2073348	75	75	0	75	75	75	75	8.500	37.247	2.962	40	38	37	39	155090439	83.373	2068470	37	74.978	0.555	75	75	75	75	11.500	37.278	2.858	40	38	37	39	0.00	30.90	18.89	19.05	0.00	31.16	5	28	43	0	7	248424	38702	20739	519	93151	0	10.64	59.57	91.49	0.00	47	1819034	Haemophilus influenzae strain	47	1819034	1748	1796	2	45	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101261	1860196	True	406590750	218.574	5421210	75	75	0	75	75	75	75	9	37.226	3.005	40	38	37	39	186019667	100.000	2480950	35	74.979	0.541	75	75	75	75	11.500	37.259	2.899	40	38	37	39	0.00	30.80	18.89	19.04	0.00	31.27	4	28	36	0	5	411171	45166	23744	513	95101	0	9.76	68.29	87.80	0.00	41	1851827	Haemophilus influenzae strain	41	1851827	1779	1821	5	36	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101262	1860196	True	314856900	169.260	4198092	75	75	0	75	75	75	75	9	37.300	2.914	40	38	37	39	186019615	100.000	2480970	35	74.979	0.551	75	75	75	75	12	37.330	2.815	40	38	37	39	0.00	30.99	19.25	18.72	0.00	31.03	7	29	54	0	7	189065	27777	6056	505	100679	0	10.00	41.43	77.14	0.00	70	1944410	Haemophilus influenzae strain	70	1944410	1891	1940	5	43	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101263	1860196	True	381897900	205.300	5091972	75	75	0	75	75	75	75	8	37.262	2.931	40	38	37	39	186019692	100.000	2480958	35	74.979	0.537	75	75	75	75	11	37.286	2.846	40	38	37	39	0.00	31.16	19.24	18.79	0.00	30.81	4	25	34	0	4	489085	52300	24767	650	143908	0	11.43	71.43	97.14	0.00	35	1830533	Haemophilus influenzae strain	35	1830533	1762	1806	3	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101264	1860196	True	337282200	181.315	4497096	75	75	0	75	75	75	75	7	37.248	2.949	40	38	37	39	186019516	100.000	2481008	35	74.977	0.575	75	75	75	75	12	37.280	2.844	40	38	37	39	0.00	31.05	18.78	19.20	0.00	30.97	5	26	31	0	5	257230	54989	26956	529	182319	0	14.29	74.29	88.57	0.00	35	1924643	Haemophilus influenzae strain	35	1924643	1875	1918	1	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101265	1860196	True	244912950	131.660	3265506	75	75	0	75	75	75	75	7	37.221	2.987	40	38	37	39	186019612	100.000	2480976	35	74.978	0.554	75	75	75	75	10.500	37.252	2.881	40	38	37	39	0.00	30.90	19.03	18.84	0.00	31.23	5	28	35	0	5	262492	54032	26581	1227	152514	0	14.29	80.00	100.00	0.00	35	1891122	Haemophilus influenzae strain	35	1891122	1835	1879	2	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101266	1860196	True	151584450	81.488	2021126	75	75	0	75	75	75	75	8.500	37.166	3.069	40	38	37	39	151101093	81.229	2015216	35.500	74.980	0.514	75	75	75	75	11	37.203	2.950	40	38	37	39	0.00	31.01	18.89	18.96	0.00	31.14	8	27	38	0	6	188167	36976	17668	516	124864	0	16.67	56.25	79.17	0.00	48	1774885	Haemophilus influenzae strain	48	1774885	1676	1723	3	43	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101267	1860196	True	577374450	310.384	7698326	75	75	0	75	75	75	75	8.500	37.194	2.993	40	38	37	39	186019596	100.000	2481004	35	74.978	0.567	75	75	75	75	11	37.219	2.909	40	38	37	39	0.00	31.03	18.99	18.98	0.00	31.00	6	22	39	0	4	451604	40088	9652	575	131268	0	13.33	48.89	86.67	0.00	45	1803976	Haemophilus influenzae strain	45	1803976	1732	1777	4	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101268	1860196	True	165867900	89.167	2211572	75	75	0	75	75	75	75	9	37.275	2.954	40	38	37	39	165473721	88.955	2206920	35	74.980	0.525	75	75	75	75	12	37.304	2.857	40	38	37	39	0.00	30.92	18.61	19.21	0.00	31.27	5	24	28	0	5	308798	60777	42937	531	109206	0	17.24	82.76	96.55	0.00	29	1762554	Haemophilus influenzae strain	29	1762554	1652	1698	3	42	1	bronze	Short read length (74.98bp, expect >= 75 bp)	2
ERX101269	1860196	True	373453950	200.760	4979386	75	75	0	75	75	75	75	7	37.166	3.077	40	38	37	39	186019627	100.000	2481044	35	74.976	0.599	75	75	75	75	11	37.195	2.984	40	38	37	39	0.00	30.84	18.91	19.24	0.00	31.01	4	20	26	0	4	421780	68173	39995	574	126151	0	14.81	74.07	96.30	0.00	27	1840671	Haemophilus influenzae strain	27	1840671	1719	1764	3	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101270	1860196	True	330747750	177.803	4409970	75	75	0	75	75	75	75	8	37.279	2.925	40	38	37	39	186019549	100.000	2480970	35	74.979	0.552	75	75	75	75	12	37.306	2.832	40	38	37	39	0.00	31.10	19.03	18.97	0.00	30.90	4	28	40	0	6	311009	40745	18994	595	79994	0	9.09	63.64	90.91	0.00	44	1792814	Haemophilus influenzae strain	44	1792814	1678	1720	2	39	1	bronze	Short read length (74.98bp, expect >= 75 bp)	1
ERX101271	1860196	True	370012950	198.911	4933506	75	75	0	75	75	75	75	8.500	37.106	3.123	40	38	37	39	186019662	100.000	2481020	35	74.977	0.572	75	75	75	75	11	37.133	3.038	40	38	37	39	0.00	30.93	18.93	18.96	0.00	31.18	7	25	34	0	6	202641	51833	24031	1775	140650	0	20.59	73.53	100.00	0.00	34	1762323	Haemophilus influenzae strain	34	1762323	1663	1706	2	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101272	1860196	True	923167650	496.274	12308902	75	75	0	75	75	75	75	7	37.257	2.949	40	38	37	39	186019582	100.000	2480956	35	74.979	0.536	75	75	75	75	10.500	37.289	2.841	40	38	37	39	0.00	30.92	18.65	19.20	0.00	31.23	6	18	26	0	4	393738	66603	27346	737	182563	0	22.22	66.67	96.30	0.00	27	1798291	Haemophilus influenzae strain	27	1798291	1695	1744	3	45	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101273	1860196	True	171549450	92.221	2287326	75	75	0	75	75	75	75	10	38.924	3.051	42	40	38	41	171163670	92.014	2282976	35	74.974	0.591	75	75	75	75	14.500	38.122	2.696	40	39	38	40	0.00	31.08	18.96	19.01	0.00	30.94	6	24	26	0	6	296207	61032	39570	521	103611	0	20.00	80.00	86.67	0.00	30	1830984	Haemophilus influenzae strain	30	1830984	1740	1786	4	41	1	bronze	Short read length (74.97bp, expect >= 75 bp)	
ERX101274	1860196	True	199810800	107.414	2664144	75	75	0	75	75	75	75	8	37.265	2.978	40	38	37	39	186019568	100.000	2480964	35	74.979	0.540	75	75	75	75	11	37.305	2.844	40	38	37	39	0.00	31.06	19.03	18.90	0.00	31.00	4	28	42	0	5	450668	37844	17918	618	94808	0	8.33	58.33	87.50	0.00	48	1816552	Haemophilus influenzae strain	48	1816552	1738	1781	4	38	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101275	1860196	True	280230000	150.645	3736400	75	75	0.000	75	75	75	75	9.500	39.066	2.947	42	40	38.500	41	186019542	100.000	2481084	35	74.975	0.582	75	75	75	75	14.500	38.247	2.591	40	39	38	40	0.00	31.13	18.90	18.96	0.00	31.01	4	21	33	0	3	493332	50192	21625	781	134712	0	11.43	60.00	94.29	0.00	35	1756726	Haemophilus influenzae strain	35	1756726	1637	1680	3	39	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101276	1860196	True	298414500	160.421	3978860	75	75	0	75	75	75	75	9.500	37.225	2.961	40	38	37	39	186019637	100.000	2480992	35	74.978	0.569	75	75	75	75	11.500	37.257	2.856	40	38	37	39	0.00	30.93	18.78	19.27	0.00	31.02	8	27	35	0	5	283225	51133	26061	577	127447	0	21.62	72.97	94.59	0.00	37	1891921	Haemophilus influenzae strain	37	1891921	1825	1873	6	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101277	1860196	True	373896750	200.998	4985290	75	75	0	75	75	75	75	8	37.200	2.965	40	38	37	39	186019463	100.000	2480982	35	74.978	0.545	75	75	75	75	11	37.226	2.876	40	38	37	39	0.00	31.00	19.32	19.16	0.00	30.52	4	44	69	0	12	134693	29840	18238	594	60604	0	5.48	60.27	94.52	0.00	73	2178391	Haemophilus influenzae strain	73	2178391	2214	2258	3	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	1
ERX101278	1860196	True	218513400	117.468	2913512	75	75	0	75	75	75	75	8.500	37.202	3.032	40	38	37	39	186019553	100.000	2480978	35	74.978	0.550	75	75	75	75	12	37.234	2.927	40	38	37	39	0.00	30.96	18.95	18.86	0.00	31.23	7	23	29	0	5	254696	60916	30810	644	144894	0	23.33	76.67	96.67	0.00	30	1827496	Haemophilus influenzae strain	30	1827496	1736	1780	4	39	1	bronze	Short read length (74.98bp, expect >= 75 bp)	2
ERX101279	1860196	True	682451100	366.870	9099348	75	75	0	75	75	75	75	9	39.149	2.865	42	40	39	41	186019676	100.000	2481052	35	74.976	0.572	75	75	75	75	15	38.317	2.519	40	39	38	40	0.00	31.27	19.07	18.84	0.00	30.82	4	28	42	0	5	283494	38511	15934	724	95245	0	8.51	59.57	89.36	0.00	47	1810046	Haemophilus influenzae strain	47	1810046	1725	1766	4	36	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101280	1860196	True	158737050	85.334	2116494	75	75	0	75	75	75	75	8	37.308	2.897	40	38	37	39	158357138	85.129	2112016	36	74.979	0.531	75	75	75	75	11.500	37.336	2.801	40	38	37	39	0.00	30.89	18.99	18.99	0.00	31.13	5	24	32	0	6	367604	50957	23403	509	96147	0	13.89	66.67	88.89	0.00	36	1834455	Haemophilus influenzae strain	36	1834455	1749	1792	2	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101281	1860196	True	190246200	102.272	2536616	75	75	0	75	75	75	75	9	37.326	2.882	40	38	37	39	186019592	100.000	2481010	35	74.977	0.574	75	75	75	75	11.500	37.353	2.786	40	38	37	39	0.00	31.24	19.17	18.73	0.00	30.85	6	20	29	0	4	389759	60534	25616	599	174428	0	20.00	66.67	96.67	0.00	30	1816049	Haemophilus influenzae strain	30	1816049	1741	1785	3	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101282	1860196	True	138405750	74.404	1845410	75	75	0	75	75	75	75	9	37.304	2.902	40	38	37	39	138075861	74.226	1841530	35	74.979	0.555	75	75	75	75	11.500	37.333	2.806	40	38	37	39	0.00	31.04	18.90	18.89	0.00	31.17	6	22	27	0	5	302667	60999	27718	782	141317	0	20.69	75.86	93.10	0.00	29	1768999	Haemophilus influenzae strain	29	1768999	1662	1705	2	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101283	1860196	True	176323050	94.787	2350974	75	75	0	75	75	75	75	9	37.258	2.936	40	38	37	39	175947132	94.585	2346590	35	74.980	0.527	75	75	75	75	11	37.284	2.845	40	38	37	39	0.00	31.16	19.11	18.74	0.00	30.98	6	30	43	0	7	181111	34303	17986	516	91173	0	11.32	56.60	81.13	0.00	53	1818083	Haemophilus influenzae strain	53	1818083	1724	1769	2	42	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101284	1860196	True	230291700	123.800	3070556	75	75	0	75	75	75	75	8	37.269	2.908	40	38	37	39	186019612	100.000	2480956	35	74.979	0.539	75	75	75	75	12	37.294	2.821	40	38	37	39	0.00	31.15	18.98	18.92	0.00	30.96	4	29	43	0	6	270920	39833	19858	663	86418	0	8.70	63.04	93.48	0.00	46	1832350	Haemophilus influenzae strain	46	1832350	1745	1789	3	40	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101285	1860196	True	160264650	86.155	2136862	75	75	0	75	75	75	75	9	37.285	2.929	40	38	37	39	159867814	85.941	2132158	35.500	74.979	0.549	75	75	75	75	12	37.315	2.826	40	38	37	39	0.00	31.24	19.00	18.90	0.00	30.86	3	31	46	0	6	314598	39945	19785	941	86429	0	6.38	65.96	97.87	0.00	47	1877452	Haemophilus influenzae strain	47	1877452	1797	1843	4	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101286	1860196	True	148085850	79.608	1974478	75	75	0	75	75	75	75	10	39.131	2.891	42	40	39	41	147754747	79.430	1970708	35	74.975	0.578	75	75	75	75	14.500	38.304	2.532	40	39	38	40	0.00	31.01	19.00	18.94	0.00	31.05	4	27	46	0	6	367575	38888	15071	554	95678	0	8.33	56.25	95.83	0.00	48	1866636	Haemophilus influenzae strain	48	1866636	1784	1829	3	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101287	1860196	True	342721800	184.240	4569624	75	75	0	75	75	75	75	8.500	37.002	3.190	40	38	37	39	186019569	100.000	2481008	35	74.977	0.568	75	75	75	75	12	37.032	3.098	40	38	37	39	0.00	30.92	18.92	19.23	0.00	30.93	5	32	39	0	9	185447	43837	31491	668	63893	0	11.36	72.73	88.64	0.00	44	1928841	Haemophilus influenzae strain	44	1928841	1871	1917	2	43	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101288	1860196	True	249496650	134.124	3326622	75	75	0	75	75	75	75	8.500	37.298	2.899	40	38	37	39	186019591	100.000	2480952	35	74.979	0.537	75	75	75	75	11	37.328	2.800	40	38	37	39	0.00	31.05	18.97	18.95	0.00	31.03	3	25	36	0	5	346586	47813	27534	992	94027	0	8.11	67.57	97.30	0.00	37	1769097	Haemophilus influenzae strain	37	1769097	1666	1705	3	35	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101289	1860196	True	277717650	149.295	3702902	75	75	0	75	75	75	75	6	37.284	2.920	40	38	37	39	186019580	100.000	2481006	35.500	74.977	0.574	75	75	75	75	11.500	37.314	2.820	40	38	37	39	0.00	31.01	19.08	18.82	0.00	31.10	6	29	45	0	6	208270	39353	17962	598	112009	0	12.24	59.18	91.84	0.00	49	1928297	Haemophilus influenzae strain	49	1928297	1878	1922	2	41	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101290	1860196	True	216654000	116.468	2888720	75	75	0	75	75	75	75	6.500	37.186	3.046	40	38	37	39	186019728	100.000	2480954	35	74.979	0.532	75	75	75	75	10.500	37.219	2.936	40	38	37	39	0.00	31.11	18.76	18.97	0.00	31.16	5	23	31	0	5	300472	54791	24130	536	126915	0	15.62	71.88	96.88	0.00	32	1753313	Haemophilus influenzae strain	32	1753313	1654	1697	3	39	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101291	1860196	True	432988200	232.764	5773176	75	75	0	75	75	75	75	7	37.250	2.960	40	38	37	39	186019591	100.000	2480952	35	74.979	0.546	75	75	75	75	11.500	37.274	2.877	40	38	37	39	0.00	31.06	19.11	18.77	0.00	31.06	6	22	24	0	5	258438	67484	39601	647	147084	0	22.22	81.48	88.89	0.00	27	1822075	Haemophilus influenzae strain	27	1822075	1730	1777	3	43	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX101292	1860196	True	491830650	264.398	6557742	75	75	0	75	75	75	75	9	39.102	2.918	42	40	39	41	186019559	100.000	2481056	35	74.976	0.571	75	75	75	75	14	38.278	2.564	40	39	38	40	0.00	31.22	19.12	18.84	0.00	30.83	4	24	35	0	4	567002	48545	24688	508	111788	0	10.53	63.16	92.11	0.00	38	1844738	Haemophilus influenzae strain	38	1844738	1775	1820	2	42	1	bronze	Short read length (74.98bp, expect >= 75 bp)	
ERX1045225	1860196	True	508434000	273.322	2033736	250	250	0.000	250	250	250	250	13	34.382	3.816	38	36	33	37.500	186019646	100	744370	35	249.902	2.762	250	250	250	250	13.500	34.388	3.812	38	36	33	37.500	0.00	24.47	25.64	25.72	0.00	24.17	5	92	486	0	41	409870	7637	3045	525	19792	0	0.87	15.97	84.38	0.00	576	4399311	Haemophilus influenzae strain	576	4399311	4335	4428	6	85	2	exclude	Too many contigs (576, expect <= 500)	2
ERX2260689	1860196	True	356620502	191.711	1511226	35	235.981	40.746	251	251	250	251	2	35.188	3.420	38	36.500	34	37.500	186019806	100.000	792074	35	234.851	40.848	250	250	250	250	14.500	35.235	3.318	38	36.500	34	37.500	0.00	30.90	19.16	19.03	0.00	30.91	2	44	70	0	11	140294	25901	13869	882	49649	0	2.78	61.11	97.22	0.00	72	1864898	Haemophilus influenzae strain	72	1864898	1797	1849	6	45	1	gold	passed all cutoffs	
ERX2260690	1860196	True	382010718	205.361	1614842	35	236.562	38.673	251	251	250	251	2	35.385	3.255	38	36.500	34.500	37.500	186019550	100.000	790268	35	235.388	38.940	250	250	250	250	15.500	35.424	3.192	38	36.500	34.500	37.500	0.00	30.98	18.86	19.06	0.00	31.10	6	31	36	0	8	163365	39685	23067	570	86607	0	13.04	67.39	78.26	0.00	46	1825521	Haemophilus influenzae strain	46	1825521	1727	1785	7	50	1	gold	passed all cutoffs	
ERX2260691	1860196	True	399641285	214.838	1689518	35	236.542	38.761	251	251	250	251	2	35.078	3.467	38	36.500	34	37.500	186019370	100.000	790370	35	235.357	38.992	250	250	250	250	14	35.123	3.395	38	36.500	34	37.500	0.00	31.02	19.07	18.96	0.00	30.94	7	31	38	0	8	163194	46588	28870	568	86557	0	17.50	77.50	95.00	0.00	40	1863538	Haemophilus influenzae strain	40	1863538	1803	1862	5	53	1	gold	passed all cutoffs	
ERX2260692	1860196	True	261333290	140.487	1120150	35	233.302	46.141	251	251	250	251	2	32.238	4.137	38	33	30	35.500	186019397	100.000	801710	35	232.029	46.431	250	250	250	250	13	32.290	4.009	38	33	30	35.500	0.00	31.18	19.01	19.03	0.00	30.78	5	35	54	0	8	180677	31087	12810	538	78498	0	8.47	59.32	91.53	0.00	59	1834174	Haemophilus influenzae strain	59	1834174	1765	1818	5	47	1	gold	passed all cutoffs	
ERX2260693	1860196	True	244898808	131.652	1061326	35	230.748	48.232	251	251	249.500	251	2	35.266	3.437	38	36.500	34	37.500	186019375	100.000	810004	35	229.653	48.273	250	250	245	250	15	35.324	3.276	38	36.500	34.500	37.500	0.00	31.17	19.03	18.96	0.00	30.84	2	45	77	0	14	110393	20379	10412	591	40072	0	2.33	52.33	89.53	0.00	86	1752644	Haemophilus influenzae strain	86	1752644	1629	1688	8	50	1	gold	passed all cutoffs	
ERX2260694	1860196	True	237086094	127.452	998350	35	237.478	37.340	251	251	250	251	2	35.489	3.139	38	36.500	34.500	37.500	186019471	100.000	787278	35	236.281	37.611	250	250	250	250	15	35.530	3.078	38	36.500	34.500	37.500	0.00	30.72	18.40	19.45	0.00	31.44	5	11	17	0	2	593778	102318	30911	638	372885	0	27.78	61.11	94.44	0.00	18	1841728	Haemophilus influenzae strain	18	1841728	1753	1811	6	51	1	gold	passed all cutoffs	
